Kullanıcı ID,Yaş,Cinsiyet,Tiyatro Deneyimi,Ses Hassasiyeti,Fiyat Duyarlılığı,Sahne Yakınlığı Tercihi,Sıra,Koltuk,Sahne Uzaklığı,Ses Kalitesi,Fiyat Kategorisi,Tercih Etti Mi,Memnuniyet
5,60,Kadın,2,1,2,Orta,D,5,1.9,10,Ucuz,1,8.8
6,25,Kadın,2,3,9,Yakın,D,9,2.0,5,Orta,1,7.3
6,25,Kadın,2,3,9,Yakın,K,7,8.8,7,Ucuz,0,5.1
6,25,Kadın,2,3,9,Yakın,F,6,5.5,6,Pahalı,1,6.6
6,25,Kadın,2,3,9,Yakın,J,5,9.5,7,Pahalı,1,7.3
6,25,Kadın,2,3,9,Yakın,K,3,8.8,9,Ucuz,0,2.4
6,25,Kadın,2,3,9,Yakın,A,5,4.1,10,Orta,0,3.8
6,25,Kadın,2,3,9,Yakın,D,5,1.9,10,Ucuz,1,8.4
6,25,Kadın,2,3,9,Yakın,B,8,1.5,8,Ucuz,1,7.3
6,25,Kadın,2,3,9,Yakın,D,7,6.5,6,Orta,0,1.7
6,25,Kadın,2,3,9,Yakın,E,2,1.6,5,Ucuz,1,7.3
7,38,Kadın,3,10,9,Orta,G,7,6.5,10,Pahalı,1,9.8
7,38,Kadın,3,10,9,Orta,A,5,4.1,10,Orta,1,8.3
7,38,Kadın,3,10,9,Orta,C,6,6.2,10,Orta,0,4.6
7,38,Kadın,3,10,9,Orta,C,9,8.2,5,Orta,0,5.3
7,38,Kadın,3,10,9,Orta,D,7,6.5,6,Orta,0,1.7
7,38,Kadın,3,10,9,Orta,A,10,1.6,7,Orta,0,1.1
7,38,Kadın,3,10,9,Orta,H,12,7.1,6,Pahalı,0,4.9
7,38,Kadın,3,10,9,Orta,H,4,2.9,7,Ucuz,0,1.9
7,38,Kadın,3,10,9,Orta,A,8,5.7,7,Pahalı,1,6.6
7,38,Kadın,3,10,9,Orta,A,3,2.6,5,Ucuz,0,1.7
8,56,Kadın,5,5,1,Orta,H,5,4.8,9,Pahalı,1,9.3
8,56,Kadın,5,5,1,Orta,E,2,1.6,5,Ucuz,1,7.0
8,56,Kadın,5,5,1,Orta,G,11,4.7,6,Orta,1,6.8
8,56,Kadın,5,5,1,Orta,J,7,7.7,6,Orta,0,1.1
8,56,Kadın,5,5,1,Orta,I,3,4.2,10,Orta,1,8.7
8,56,Kadın,5,5,1,Orta,G,7,6.5,10,Pahalı,0,3.8
8,56,Kadın,5,5,1,Orta,F,9,5.8,8,Ucuz,1,10.0
8,56,Kadın,5,5,1,Orta,D,7,6.5,6,Orta,0,2.8
8,56,Kadın,5,5,1,Orta,K,8,7.3,7,Orta,0,2.5
8,56,Kadın,5,5,1,Orta,G,12,8.5,6,Ucuz,1,8.7
9,36,Kadın,3,10,6,Yakın,I,8,7.3,10,Pahalı,0,1.2
9,36,Kadın,3,10,6,Yakın,G,8,5.2,6,Orta,0,1.7
9,36,Kadın,3,10,6,Yakın,K,5,6.5,5,Pahalı,0,1.6
9,36,Kadın,3,10,6,Yakın,E,8,4.4,9,Ucuz,0,3.7
9,36,Kadın,3,10,6,Yakın,D,7,6.5,6,Orta,0,5.0
9,36,Kadın,3,10,6,Yakın,K,8,7.3,7,Orta,0,4.6
9,36,Kadın,3,10,6,Yakın,J,1,4.4,6,Pahalı,0,3.5
9,36,Kadın,3,10,6,Yakın,A,6,7.3,10,Pahalı,0,2.9
9,36,Kadın,3,10,6,Yakın,F,11,3.7,5,Orta,0,3.8
9,36,Kadın,3,10,6,Yakın,D,9,2.0,5,Orta,1,8.1
10,40,Erkek,5,5,10,Orta,J,2,9.2,10,Ucuz,0,2.8
10,40,Erkek,5,5,10,Orta,G,10,1.1,9,Orta,0,2.8
10,40,Erkek,5,5,10,Orta,B,7,7.0,8,Ucuz,0,2.0
10,40,Erkek,5,5,10,Orta,D,1,7.4,9,Orta,0,1.1
10,40,Erkek,5,5,10,Orta,E,7,9.7,9,Orta,0,3.6
10,40,Erkek,5,5,10,Orta,K,11,5.9,7,Orta,1,7.2
10,40,Erkek,5,5,10,Orta,K,12,3.8,7,Ucuz,1,7.2
10,40,Erkek,5,5,10,Orta,J,9,3.9,10,Orta,1,6.9
10,40,Erkek,5,5,10,Orta,C,12,7.1,10,Pahalı,1,7.2
10,40,Erkek,5,5,10,Orta,C,10,3.6,10,Orta,1,6.6
11,28,Erkek,2,10,8,Orta,C,2,3.1,9,Ucuz,0,2.1
11,28,Erkek,2,10,8,Orta,D,2,4.4,9,Orta,0,2.9
11,28,Erkek,2,10,8,Orta,C,5,8.2,5,Ucuz,0,3.2
11,28,Erkek,2,10,8,Orta,D,8,5.1,8,Pahalı,1,7.0
11,28,Erkek,2,10,8,Orta,E,9,6.0,10,Orta,1,8.9
11,28,Erkek,2,10,8,Orta,E,1,8.6,6,Ucuz,0,3.7
11,28,Erkek,2,10,8,Orta,K,10,5.8,8,Pahalı,1,7.5
11,28,Erkek,2,10,8,Orta,F,4,8.6,8,Orta,0,1.1
11,28,Erkek,2,10,8,Orta,F,3,1.8,10,Pahalı,1,6.8
11,28,Erkek,2,10,8,Orta,J,5,9.5,7,Pahalı,0,2.8
12,28,Erkek,4,6,3,Orta,D,6,2.2,7,Orta,1,6.5
12,28,Erkek,4,6,3,Orta,K,3,8.8,9,Ucuz,1,9.2
12,28,Erkek,4,6,3,Orta,B,8,1.5,8,Ucuz,1,8.8
12,28,Erkek,4,6,3,Orta,K,5,6.5,5,Pahalı,0,2.0
12,28,Erkek,4,6,3,Orta,F,10,6.9,10,Orta,1,7.8
12,28,Erkek,4,6,3,Orta,C,3,1.5,9,Pahalı,0,1.0
12,28,Erkek,4,6,3,Orta,K,4,8.2,7,Ucuz,1,8.9
12,28,Erkek,4,6,3,Orta,F,6,5.5,6,Pahalı,1,7.6
12,28,Erkek,4,6,3,Orta,K,1,4.6,8,Orta,1,8.5
12,28,Erkek,4,6,3,Orta,E,12,6.8,5,Ucuz,0,5.3
13,41,Erkek,5,10,9,Yakın,K,10,5.8,8,Pahalı,0,2.8
13,41,Erkek,5,10,9,Yakın,H,4,2.9,7,Ucuz,0,3.2
13,41,Erkek,5,10,9,Yakın,D,9,2.0,5,Orta,0,4.6
13,41,Erkek,5,10,9,Yakın,J,3,6.9,6,Pahalı,0,3.1
13,41,Erkek,5,10,9,Yakın,J,10,6.1,10,Pahalı,1,9.2
13,41,Erkek,5,10,9,Yakın,K,11,5.9,7,Orta,0,2.9
13,41,Erkek,5,10,9,Yakın,E,12,6.8,5,Ucuz,0,2.1
13,41,Erkek,5,10,9,Yakın,H,10,3.9,6,Orta,0,2.5
13,41,Erkek,5,10,9,Yakın,F,2,3.3,9,Orta,0,1.4
13,41,Erkek,5,10,9,Yakın,E,2,1.6,5,Ucuz,0,3.2
14,53,Erkek,2,8,2,Orta,D,4,3.5,7,Ucuz,1,9.2
14,53,Erkek,2,8,2,Orta,A,3,2.6,5,Ucuz,0,1.1
14,53,Erkek,2,8,2,Orta,G,12,8.5,6,Ucuz,0,4.7
14,53,Erkek,2,8,2,Orta,C,7,4.6,8,Orta,1,7.6
14,53,Erkek,2,8,2,Orta,B,5,2.4,9,Pahalı,0,1.7
14,53,Erkek,2,8,2,Orta,C,8,1.3,5,Pahalı,0,2.0
14,53,Erkek,2,8,2,Orta,G,7,6.5,10,Pahalı,0,3.1
14,53,Erkek,2,8,2,Orta,B,1,6.8,6,Orta,0,2.9
14,53,Erkek,2,8,2,Orta,C,2,3.1,9,Ucuz,1,7.5
14,53,Erkek,2,8,2,Orta,G,3,6.9,5,Orta,0,1.8
15,57,Kadın,1,5,6,Orta,E,10,6.4,7,Orta,1,8.6
15,57,Kadın,1,5,6,Orta,F,11,3.7,5,Orta,1,8.4
15,57,Kadın,1,5,6,Orta,K,6,2.6,5,Orta,1,8.9
15,57,Kadın,1,5,6,Orta,J,1,4.4,6,Pahalı,1,8.7
15,57,Kadın,1,5,6,Orta,A,3,2.6,5,Ucuz,0,5.0
15,57,Kadın,1,5,6,Orta,D,10,4.9,5,Orta,1,8.6
15,57,Kadın,1,5,6,Orta,K,7,8.8,7,Ucuz,0,4.5
15,57,Kadın,1,5,6,Orta,H,7,6.3,6,Orta,1,7.4
15,57,Kadın,1,5,6,Orta,A,12,5.9,8,Orta,1,8.9
15,57,Kadın,1,5,6,Orta,K,5,6.5,5,Pahalı,0,5.1
16,41,Erkek,0,1,1,Yakın,A,6,7.3,10,Pahalı,0,1.0
16,41,Erkek,0,1,1,Yakın,H,2,8.9,9,Orta,0,3.4
16,41,Erkek,0,1,1,Yakın,F,4,8.6,8,Orta,0,4.6
16,41,Erkek,0,1,1,Yakın,A,11,4.4,10,Ucuz,1,7.4
16,41,Erkek,0,1,1,Yakın,F,8,8.2,5,Ucuz,1,8.6
16,41,Erkek,0,1,1,Yakın,B,11,5.6,5,Ucuz,1,8.8
16,41,Erkek,0,1,1,Yakın,D,10,4.9,5,Orta,0,3.9
16,41,Erkek,0,1,1,Yakın,J,12,8.9,9,Pahalı,0,3.0
16,41,Erkek,0,1,1,Yakın,E,8,4.4,9,Ucuz,1,7.7
16,41,Erkek,0,1,1,Yakın,B,3,8.5,10,Ucuz,1,9.4
17,20,Erkek,4,5,7,Yakın,C,6,6.2,10,Orta,1,8.8
17,20,Erkek,4,5,7,Yakın,E,7,9.7,9,Orta,1,8.3
17,20,Erkek,4,5,7,Yakın,C,12,7.1,10,Pahalı,0,2.6
17,20,Erkek,4,5,7,Yakın,I,6,8.9,8,Ucuz,0,4.3
17,20,Erkek,4,5,7,Yakın,B,8,1.5,8,Ucuz,1,7.5
17,20,Erkek,4,5,7,Yakın,B,1,6.8,6,Orta,1,8.4
17,20,Erkek,4,5,7,Yakın,I,1,4.2,6,Orta,1,8.0
17,20,Erkek,4,5,7,Yakın,K,5,6.5,5,Pahalı,0,2.2
17,20,Erkek,4,5,7,Yakın,G,11,4.7,6,Orta,1,9.9
17,20,Erkek,4,5,7,Yakın,K,11,5.9,7,Orta,1,7.4
18,39,Erkek,3,3,3,Orta,J,9,3.9,10,Orta,1,7.7
18,39,Erkek,3,3,3,Orta,A,2,7.4,5,Orta,1,9.9
18,39,Erkek,3,3,3,Orta,F,6,5.5,6,Pahalı,1,8.3
18,39,Erkek,3,3,3,Orta,H,4,2.9,7,Ucuz,1,7.9
18,39,Erkek,3,3,3,Orta,I,2,3.0,7,Pahalı,1,8.3
18,39,Erkek,3,3,3,Orta,I,6,8.9,8,Ucuz,1,9.2
18,39,Erkek,3,3,3,Orta,C,2,3.1,9,Ucuz,1,7.7
18,39,Erkek,3,3,3,Orta,K,3,8.8,9,Ucuz,1,7.1
18,39,Erkek,3,3,3,Orta,I,1,4.2,6,Orta,1,8.5
18,39,Erkek,3,3,3,Orta,G,1,8.6,7,Ucuz,1,8.8
19,19,Kadın,4,4,7,Yakın,E,9,6.0,10,Orta,1,7.3
19,19,Kadın,4,4,7,Yakın,K,9,9.0,7,Pahalı,0,2.9
19,19,Kadın,4,4,7,Yakın,C,6,6.2,10,Orta,1,9.1
19,19,Kadın,4,4,7,Yakın,C,12,7.1,10,Pahalı,0,3.8
19,19,Kadın,4,4,7,Yakın,D,6,2.2,7,Orta,1,7.3
19,19,Kadın,4,4,7,Yakın,H,7,6.3,6,Orta,1,8.3
19,19,Kadın,4,4,7,Yakın,A,11,4.4,10,Ucuz,0,5.2
19,19,Kadın,4,4,7,Yakın,F,7,2.2,5,Pahalı,1,9.4
19,19,Kadın,4,4,7,Yakın,F,8,8.2,5,Ucuz,0,2.5
19,19,Kadın,4,4,7,Yakın,E,11,7.3,7,Ucuz,0,5.4
20,41,Kadın,1,8,4,Orta,F,10,6.9,10,Orta,1,7.3
20,41,Kadın,1,8,4,Orta,F,12,5.3,9,Ucuz,1,9.2
20,41,Kadın,1,8,4,Orta,C,2,3.1,9,Ucuz,1,6.8
20,41,Kadın,1,8,4,Orta,K,2,2.2,6,Pahalı,0,2.7
20,41,Kadın,1,8,4,Orta,B,4,9.5,7,Pahalı,0,3.3
20,41,Kadın,1,8,4,Orta,I,10,3.8,7,Ucuz,0,2.2
20,41,Kadın,1,8,4,Orta,A,2,7.4,5,Orta,0,3.4
20,41,Kadın,1,8,4,Orta,K,9,9.0,7,Pahalı,0,5.0
20,41,Kadın,1,8,4,Orta,D,4,3.5,7,Ucuz,0,5.2
20,41,Kadın,1,8,4,Orta,D,9,2.0,5,Orta,0,1.5
21,61,Kadın,1,7,9,Orta,F,10,6.9,10,Orta,0,2.2
21,61,Kadın,1,7,9,Orta,D,5,1.9,10,Ucuz,0,3.9
21,61,Kadın,1,7,9,Orta,D,7,6.5,6,Orta,0,4.2
21,61,Kadın,1,7,9,Orta,C,12,7.1,10,Pahalı,1,7.5
21,61,Kadın,1,7,9,Orta,H,5,4.8,9,Pahalı,1,9.2
21,61,Kadın,1,7,9,Orta,H,4,2.9,7,Ucuz,0,1.9
21,61,Kadın,1,7,9,Orta,G,10,1.1,9,Orta,0,3.4
21,61,Kadın,1,7,9,Orta,D,1,7.4,9,Orta,0,4.6
21,61,Kadın,1,7,9,Orta,F,9,5.8,8,Ucuz,1,8.4
21,61,Kadın,1,7,9,Orta,C,1,2.0,7,Pahalı,1,9.7
22,47,Kadın,2,5,5,Yakın,K,2,2.2,6,Pahalı,1,8.0
22,47,Kadın,2,5,5,Yakın,E,12,6.8,5,Ucuz,0,4.9
22,47,Kadın,2,5,5,Yakın,C,12,7.1,10,Pahalı,0,5.0
22,47,Kadın,2,5,5,Yakın,H,5,4.8,9,Pahalı,0,4.8
22,47,Kadın,2,5,5,Yakın,D,3,1.9,9,Ucuz,1,6.7
22,47,Kadın,2,5,5,Yakın,D,6,2.2,7,Orta,1,9.8
22,47,Kadın,2,5,5,Yakın,I,7,9.3,9,Ucuz,0,1.6
22,47,Kadın,2,5,5,Yakın,J,2,9.2,10,Ucuz,0,1.2
22,47,Kadın,2,5,5,Yakın,F,1,8.4,10,Pahalı,0,2.9
22,47,Kadın,2,5,5,Yakın,A,7,4.2,10,Ucuz,0,1.9
23,55,Erkek,2,2,3,Yakın,J,9,3.9,10,Orta,1,7.4
23,55,Erkek,2,2,3,Yakın,K,12,3.8,7,Ucuz,1,9.5
23,55,Erkek,2,2,3,Yakın,F,11,3.7,5,Orta,1,8.8
23,55,Erkek,2,2,3,Yakın,J,3,6.9,6,Pahalı,0,1.1
23,55,Erkek,2,2,3,Yakın,C,3,1.5,9,Pahalı,1,9.0
23,55,Erkek,2,2,3,Yakın,H,7,6.3,6,Orta,1,6.6
23,55,Erkek,2,2,3,Yakın,C,9,8.2,5,Orta,1,10.0
23,55,Erkek,2,2,3,Yakın,I,1,4.2,6,Orta,1,9.6
23,55,Erkek,2,2,3,Yakın,D,3,1.9,9,Ucuz,1,7.5
23,55,Erkek,2,2,3,Yakın,J,12,8.9,9,Pahalı,0,2.2
24,19,Erkek,1,6,8,Orta,G,11,4.7,6,Orta,1,9.2
24,19,Erkek,1,6,8,Orta,E,8,4.4,9,Ucuz,1,8.6
24,19,Erkek,1,6,8,Orta,I,10,3.8,7,Ucuz,1,9.6
24,19,Erkek,1,6,8,Orta,F,1,8.4,10,Pahalı,1,7.1
24,19,Erkek,1,6,8,Orta,B,8,1.5,8,Ucuz,0,2.9
24,19,Erkek,1,6,8,Orta,B,4,9.5,7,Pahalı,1,9.4
24,19,Erkek,1,6,8,Orta,K,5,6.5,5,Pahalı,0,1.1
24,19,Erkek,1,6,8,Orta,A,7,4.2,10,Ucuz,1,6.9
24,19,Erkek,1,6,8,Orta,C,6,6.2,10,Orta,0,5.5
24,19,Erkek,1,6,8,Orta,E,7,9.7,9,Orta,0,2.3
25,38,Kadın,2,6,6,Yakın,H,7,6.3,6,Orta,1,8.9
25,38,Kadın,2,6,6,Yakın,E,7,9.7,9,Orta,1,8.5
25,38,Kadın,2,6,6,Yakın,I,11,7.7,6,Ucuz,0,3.5
25,38,Kadın,2,6,6,Yakın,E,11,7.3,7,Ucuz,0,4.9
25,38,Kadın,2,6,6,Yakın,A,1,4.9,9,Pahalı,0,1.5
25,38,Kadın,2,6,6,Yakın,A,3,2.6,5,Ucuz,0,2.6
25,38,Kadın,2,6,6,Yakın,D,6,2.2,7,Orta,1,8.4
25,38,Kadın,2,6,6,Yakın,H,3,1.3,7,Pahalı,1,9.3
25,38,Kadın,2,6,6,Yakın,B,2,4.2,7,Orta,1,7.3
25,38,Kadın,2,6,6,Yakın,C,9,8.2,5,Orta,0,4.6
26,50,Diğer,5,10,2,Yakın,F,6,5.5,6,Pahalı,0,4.0
26,50,Diğer,5,10,2,Yakın,B,2,4.2,7,Orta,0,5.4
26,50,Diğer,5,10,2,Yakın,C,8,1.3,5,Pahalı,0,1.6
26,50,Diğer,5,10,2,Yakın,D,7,6.5,6,Orta,0,4.9
26,50,Diğer,5,10,2,Yakın,K,6,2.6,5,Orta,0,2.3
26,50,Diğer,5,10,2,Yakın,C,5,8.2,5,Ucuz,0,3.7
26,50,Diğer,5,10,2,Yakın,I,9,8.5,6,Orta,0,3.5
26,50,Diğer,5,10,2,Yakın,G,7,6.5,10,Pahalı,0,3.5
26,50,Diğer,5,10,2,Yakın,E,6,5.9,10,Pahalı,0,4.3
26,50,Diğer,5,10,2,Yakın,F,1,8.4,10,Pahalı,0,2.7
27,29,Erkek,2,10,3,Orta,A,12,5.9,8,Orta,1,8.5
27,29,Erkek,2,10,3,Orta,C,11,1.9,6,Orta,0,4.0
27,29,Erkek,2,10,3,Orta,I,6,8.9,8,Ucuz,0,4.4
27,29,Erkek,2,10,3,Orta,J,8,9.4,8,Pahalı,0,2.4
27,29,Erkek,2,10,3,Orta,K,2,2.2,6,Pahalı,0,1.7
27,29,Erkek,2,10,3,Orta,G,11,4.7,6,Orta,1,9.8
27,29,Erkek,2,10,3,Orta,J,5,9.5,7,Pahalı,0,1.3
27,29,Erkek,2,10,3,Orta,E,12,6.8,5,Ucuz,0,1.4
27,29,Erkek,2,10,3,Orta,A,6,7.3,10,Pahalı,0,3.2
27,29,Erkek,2,10,3,Orta,I,9,8.5,6,Orta,0,4.7
28,39,Kadın,3,6,8,Orta,G,7,6.5,10,Pahalı,1,7.5
28,39,Kadın,3,6,8,Orta,K,8,7.3,7,Orta,0,4.9
28,39,Kadın,3,6,8,Orta,E,8,4.4,9,Ucuz,1,6.8
28,39,Kadın,3,6,8,Orta,F,8,8.2,5,Ucuz,0,4.9
28,39,Kadın,3,6,8,Orta,F,2,3.3,9,Orta,1,8.3
28,39,Kadın,3,6,8,Orta,A,11,4.4,10,Ucuz,1,7.9
28,39,Kadın,3,6,8,Orta,G,6,2.0,8,Ucuz,0,2.4
28,39,Kadın,3,6,8,Orta,D,1,7.4,9,Orta,0,2.3
28,39,Kadın,3,6,8,Orta,B,8,1.5,8,Ucuz,0,2.4
28,39,Kadın,3,6,8,Orta,H,2,8.9,9,Orta,0,5.0
29,61,Kadın,4,9,10,Orta,F,8,8.2,5,Ucuz,0,4.2
29,61,Kadın,4,9,10,Orta,H,12,7.1,6,Pahalı,0,1.3
29,61,Kadın,4,9,10,Orta,D,3,1.9,9,Ucuz,0,5.1
29,61,Kadın,4,9,10,Orta,D,10,4.9,5,Orta,0,4.3
29,61,Kadın,4,9,10,Orta,D,7,6.5,6,Orta,0,2.5
29,61,Kadın,4,9,10,Orta,H,1,8.2,7,Pahalı,0,2.6
29,61,Kadın,4,9,10,Orta,E,8,4.4,9,Ucuz,1,8.3
29,61,Kadın,4,9,10,Orta,B,12,9.3,5,Orta,0,2.6
29,61,Kadın,4,9,10,Orta,A,12,5.9,8,Orta,0,4.5
29,61,Kadın,4,9,10,Orta,H,4,2.9,7,Ucuz,0,5.4
30,42,Kadın,2,8,7,Yakın,F,6,5.5,6,Pahalı,0,4.5
30,42,Kadın,2,8,7,Yakın,D,8,5.1,8,Pahalı,0,5.3
30,42,Kadın,2,8,7,Yakın,A,2,7.4,5,Orta,0,3.3
30,42,Kadın,2,8,7,Yakın,E,10,6.4,7,Orta,0,3.1
30,42,Kadın,2,8,7,Yakın,E,12,6.8,5,Ucuz,0,4.4
30,42,Kadın,2,8,7,Yakın,C,3,1.5,9,Pahalı,1,9.6
30,42,Kadın,2,8,7,Yakın,D,1,7.4,9,Orta,1,9.9
30,42,Kadın,2,8,7,Yakın,J,2,9.2,10,Ucuz,0,2.5
30,42,Kadın,2,8,7,Yakın,K,7,8.8,7,Ucuz,0,4.6
30,42,Kadın,2,8,7,Yakın,G,3,6.9,5,Orta,0,1.9
31,66,Kadın,2,8,10,Orta,J,12,8.9,9,Pahalı,1,9.6
31,66,Kadın,2,8,10,Orta,A,7,4.2,10,Ucuz,1,7.9
31,66,Kadın,2,8,10,Orta,F,9,5.8,8,Ucuz,1,7.1
31,66,Kadın,2,8,10,Orta,I,12,4.2,10,Pahalı,1,9.1
31,66,Kadın,2,8,10,Orta,A,1,4.9,9,Pahalı,1,9.4
31,66,Kadın,2,8,10,Orta,F,6,5.5,6,Pahalı,1,9.6
31,66,Kadın,2,8,10,Orta,E,5,3.2,9,Orta,1,8.6
31,66,Kadın,2,8,10,Orta,J,5,9.5,7,Pahalı,0,4.9
31,66,Kadın,2,8,10,Orta,F,1,8.4,10,Pahalı,1,6.6
31,66,Kadın,2,8,10,Orta,E,8,4.4,9,Ucuz,1,6.9
32,44,Kadın,2,1,6,Orta,F,4,8.6,8,Orta,1,9.8
32,44,Kadın,2,1,6,Orta,A,5,4.1,10,Orta,1,7.5
32,44,Kadın,2,1,6,Orta,K,5,6.5,5,Pahalı,0,2.3
32,44,Kadın,2,1,6,Orta,A,1,4.9,9,Pahalı,1,9.3
32,44,Kadın,2,1,6,Orta,E,2,1.6,5,Ucuz,0,2.2
32,44,Kadın,2,1,6,Orta,K,4,8.2,7,Ucuz,0,4.7
32,44,Kadın,2,1,6,Orta,E,12,6.8,5,Ucuz,0,1.4
32,44,Kadın,2,1,6,Orta,H,1,8.2,7,Pahalı,0,1.5
32,44,Kadın,2,1,6,Orta,I,9,8.5,6,Orta,1,9.7
32,44,Kadın,2,1,6,Orta,G,8,5.2,6,Orta,1,8.4
33,59,Kadın,5,5,1,Uzak,F,1,8.4,10,Pahalı,1,9.5
33,59,Kadın,5,5,1,Uzak,J,11,7.8,9,Pahalı,1,9.8
33,59,Kadın,5,5,1,Uzak,E,11,7.3,7,Ucuz,1,9.3
33,59,Kadın,5,5,1,Uzak,J,9,3.9,10,Orta,0,4.0
33,59,Kadın,5,5,1,Uzak,A,5,4.1,10,Orta,0,4.9
33,59,Kadın,5,5,1,Uzak,F,6,5.5,6,Pahalı,0,1.3
33,59,Kadın,5,5,1,Uzak,I,3,4.2,10,Orta,0,3.1
33,59,Kadın,5,5,1,Uzak,F,10,6.9,10,Orta,1,10.0
33,59,Kadın,5,5,1,Uzak,H,5,4.8,9,Pahalı,0,4.5
33,59,Kadın,5,5,1,Uzak,I,7,9.3,9,Ucuz,1,9.9
34,45,Kadın,3,7,9,Orta,K,2,2.2,6,Pahalı,0,4.5
34,45,Kadın,3,7,9,Orta,K,9,9.0,7,Pahalı,1,9.9
34,45,Kadın,3,7,9,Orta,J,4,2.3,5,Orta,0,4.5
34,45,Kadın,3,7,9,Orta,K,5,6.5,5,Pahalı,0,2.1
34,45,Kadın,3,7,9,Orta,C,12,7.1,10,Pahalı,1,6.6
34,45,Kadın,3,7,9,Orta,E,6,5.9,10,Pahalı,1,9.9
34,45,Kadın,3,7,9,Orta,E,8,4.4,9,Ucuz,1,7.7
